"System_ID","Year","Total_hospital_beds","Admissions","Inpatient_Days","Surgical_operations_inpatient","Emergency_room_visits","Other_outpatient_visits_non_ER","Surgical_operations_outpatient","Total_outpatient_visits","Total_Medicaid_days","Total_Medicaid_discharges","Total_Medicare_days","Total_Medicare_discharges","Physicians_and_dentists_FT","Total_personnel_FT","Total_Physicians_NE","Total_Physicians_TE","Total_Physicians_TG","Total_Physicians_TC","Total_Physicians_TP","All_Physicians","Hospitals"
"5991535",2014,698,6079,137672,345,20564,360289,3126,380853,49100,273,30879,4694,28,1483,171,32,119,16,338,704,20
"5991535",2015,698,5698,130994,274,20463,355141,3060,375604,45416,267,29494,4426,28,1508,161,32,132,11,336,700,20
"5991535",2016,689,5373,132491,251,19108,325476,2741,344584,43246,223,29675,4269,31,1601,136,32,131,11,310,651,20
"5991555",2011,852,41736,244409,18147,152729,469685,21677,622414,43161,9500,106240,16491,484,5233,1360,2100,620,0,4080,8644,4
"5991555",2012,1049,44430,281042,18776,168813,534762,24889,703575,51233,9430,111562,17674,553,5533,1356,2225,540,3,4124,8801,5
"5991555",2013,1004,45576,251742,19282,179525,558781,25665,738306,41903,9744,112162,18314,599,5753,1240,2667,589,139,4635,9869,5
"5991555",2014,1127,50848,313370,20323,236153,363133,34200,599286,68374,10368,136459,21859,675,6565,1256,3242,146,56,4700,10075,6
"5991555",2015,1194,52280,319078,19502,245350,378432,36685,623782,49763,10587,168425,22758,816,7239,1692,5226,192,150,7260,15336,6
"5991555",2016,1277,48182,314122,19967,248536,780003,40786,1028539,56579,10749,155880,23019,812,6421,1440,5410,186,156,7192,15196,6
"5991625",2011,2204,86322,457379,22046,312974,314673,30866,627647,57390,14646,261824,42843,7,8733,1718,33,262,23,2914,4957,14
"5991625",2012,2114,83789,453675,20297,327862,337041,29372,664903,55907,13899,265804,42489,4,8374,4447,787,886,18,6215,12357,14
"5991625",2013,2088,83061,436887,20257,338918,379878,29087,718796,57890,13623,257478,44174,3,7691,4418,879,1078,0,6375,12753,14
"5991625",2014,2103,84100,428775,19922,339824,392093,26821,731917,55885,13298,257587,44474,3,7654,3142,489,275,18,3924,7851,14
"5991625",2015,2100,87575,444326,20917,374221,389292,26653,763513,60732,13805,254137,44654,10,7765,2300,677,553,9,3638,7187,14
"5991625",2016,2722,112608,587874,28419,501004,693086,39730,1194090,106818,17243,341151,60207,91,10560,2465,581,1160,146,4539,8982,19
"5991685",2011,976,38947,271812,8475,159623,563621,23708,723244,107933,16696,119666,16266,342,5855,488,485,74,4,1051,2444,3
"5991685",2012,784,31536,236495,5309,120181,465133,17687,585314,91602,12202,96321,11738,284,5012,265,376,70,0,711,1706,2
"5991685",2013,846,39873,260695,7124,155909,607136,22095,763045,95469,14404,114708,16829,282,5574,538,649,154,0,1341,2964,3
"5991685",2014,806,39296,266594,6985,142836,567827,21334,710663,99646,14374,117169,16988,295,5661,360,471,81,0,912,2119,3
"5991685",2015,659,35572,216300,10491,158660,579219,24637,737879,66991,13652,98491,14446,295,5319,494,656,73,0,1223,2741,2
"5991685",2016,660,35096,211565,7363,160586,596870,21702,757456,75636,12926,103501,15734,311,5127,632,673,49,0,1354,3019,2
"5991775",2011,9295,383003,1611450,96031,1540449,2736958,191291,4277407,308545,76274,855433,169040,323,31936,2753,372,891,805,5024,10168,67
"5991775",2012,8905,357907,1617066,104300,1575089,2830888,213811,4405977,287811,74429,849444,165576,405,31474,2611,397,1332,37,5039,9821,67
"5991785",2011,3261,153269,952715,48984,351857,3326110,62787,3677967,126231,20193,416227,61699,3315,30838,1849,4082,1396,471,8908,20021,12
"5991785",2012,3256,152234,945599,47946,349839,3359603,65354,3709442,125392,20014,425976,61915,3396,31472,1622,4255,1915,410,9058,20656,12
"5991785",2013,3318,149104,952558,48297,359387,3355933,66551,3715320,149394,24732,425239,60305,3555,32595,1306,4455,880,454,7924,18574,12
"5991785",2014,3377,152247,978441,48067,388392,3600444,69462,3988836,156446,24662,440517,64192,3616,33346,1502,4490,891,432,8401,19332,13
"5991785",2015,3142,149828,936142,48025,397908,4089706,64970,4487614,145198,26149,436030,65611,3540,33245,1530,4641,961,522,8683,19877,12
"5991785",2016,3408,164180,997810,51062,481022,4754061,92414,5235083,153520,27275,459274,70787,3792,36612,1499,5654,1876,523,10366,23710,14
"5991815",2011,2612,139900,541039,40725,459852,3139584,101528,3599436,103298,25634,170449,41064,132,14696,419,313,157,10,5780,6811,22
"5991815",2012,2615,141471,540623,41188,473022,3357541,98044,3830563,105393,27027,173722,42954,124,14703,621,378,773,193,5943,8032,22
"5991815",2013,2629,134878,522574,38274,498154,3177018,97281,3675172,108199,27303,167620,41034,104,14436,1234,442,851,198,6684,9513,22
"5991815",2014,2662,134749,526967,38910,605205,3949346,103449,4554551,94878,23151,195242,45662,153,14819,1312,256,447,447,5842,8457,22
"5991815",2015,2652,138030,520627,40455,569333,4302458,103096,4871791,100773,26470,179577,46495,208,15652,690,206,664,281,6685,8734,22
"5991815",2016,2674,139885,531860,41034,507255,4530315,107126,5037570,100933,25469,185473,45283,168,16821,853,216,1004,143,6143,8527,22
"5991825",2011,768,34282,211005,7498,131059,380255,12501,511314,57555,6025,94175,16105,11,3306,431,13,56,144,644,1299,3
"5991825",2012,985,42631,249280,9546,182424,382303,16308,564727,40453,5922,101569,15984,31,3954,300,0,74,0,374,779,3
"5991825",2013,1047,41068,257158,8863,190702,382460,16378,573162,52827,7267,123482,19854,45,4012,286,16,91,0,393,831,3
"5991825",2014,1047,40662,247766,7997,183829,397005,17284,580834,51251,7458,114533,19313,44,4084,279,19,97,0,395,834,3
"5991825",2015,851,34249,225856,6644,148660,433193,13726,581853,53853,5075,89192,14186,26,3653,316,19,91,0,426,878,2
"5991825",2016,1043,42407,269580,6216,87202,515223,11161,602425,84342,12196,89043,14300,71,3578,0,0,0,0,0,71,2
"5991875",2011,3200,151137,815550,38947,431102,2199094,72717,2630196,153148,22340,381691,72030,1142,17509,730,1698,284,55,2831,6740,25
"5991875",2012,3215,149687,814355,36936,461995,2308878,69851,2770873,149698,22594,385871,70804,1191,17851,525,1302,162,40,2151,5371,25
"5991875",2013,3351,136755,740416,53483,401191,2059022,85339,2460213,139323,20098,352251,64542,3508,38407,317,1417,160,95,4397,9894,24
"5991875",2014,3329,133082,753882,51162,416167,1913476,77155,2329643,168843,24350,360169,60810,2969,37264,1043,3270,90,54,4518,11944,24
"5991875",2015,3108,133311,738361,50981,412753,2068960,81609,2481713,171540,26771,354027,62017,3332,39918,204,3741,767,57,4769,12870,24
"5991875",2016,2782,127372,681050,49952,365130,1714723,77463,2079853,150190,25200,329991,58204,3353,37928,190,3657,1334,29,5210,13773,22
"5991895",2011,1016,42061,213194,9782,260103,544318,15482,804421,28773,6499,128834,23028,1,4745,1073,69,465,50,1657,3315,15
"5991895",2012,1012,40707,206477,9786,246285,567861,12942,814146,25784,6257,124401,21975,0,4559,1042,89,518,46,1700,3395,15
"5991895",2013,1010,39747,199623,10119,220333,599132,12568,819465,25758,5609,121655,21739,0,3472,1047,123,662,63,1894,3789,15
"5991895",2014,964,35614,178521,9109,197603,554842,11745,752445,21200,4863,109535,19842,0,3296,921,116,686,69,1792,3584,14
"5991895",2015,800,33019,164206,9310,175623,495423,11557,671046,18366,4169,99421,18263,0,3192,865,128,398,90,1481,2962,10
"5991945",2011,1036,47566,198976,13658,121527,472358,21418,593885,31792,7646,106218,18593,188,4661,616,326,0,0,942,2072,2
"5991945",2012,1100,49738,204080,8868,171673,393587,19593,565260,28516,7396,108072,20050,209,5385,304,196,112,47,704,1572,4
"5991945",2013,1132,50347,205354,8641,207061,349557,19114,556618,27446,5915,109855,19750,238,5286,604,215,148,70,1092,2367,4
"5991945",2014,954,53046,214196,9611,251030,321842,20508,572872,30614,6128,111213,19702,252,5458,210,250,71,38,569,1390,4
"5991945",2015,954,57704,229487,12833,261177,321021,18283,582198,31278,6794,118349,20479,260,5799,267,223,134,34,658,1576,4
"5991945",2016,820,45619,192418,7808,184211,270210,17621,454421,29542,6211,100095,16117,221,4920,169,212,46,30,457,1135,3
"5991975",2011,202,10076,37695,1968,73915,284089,5181,358004,5247,1852,21286,4927,13,533,194,23,0,7,224,461,2
"5991975",2012,204,9267,35160,1914,73958,267526,5270,341484,4793,1623,19839,4420,16,506,151,23,27,33,234,484,2
"5991975",2013,204,9528,37151,1914,69116,282622,5107,351738,5027,1698,21058,4673,20,536,158,25,52,11,246,512,2
"5991975",2014,204,8923,36428,1831,67240,364264,5047,431504,5474,1688,20586,4455,16,533,147,23,48,27,245,506,2
"5991975",2015,204,8589,37489,1697,71198,374774,5354,445972,5456,1547,21495,4347,20,554,189,26,52,13,280,580,2
"5991975",2016,204,8545,37962,1642,73274,427934,5611,501208,6108,1678,21305,4307,22,591,170,28,43,14,255,532,2
"5991985",2011,561,25318,152622,5950,94996,439810,9177,534806,46913,5217,53585,10504,55,1958,56,18,66,0,140,335,2
"5992025",2011,796,39633,197686,12157,86599,680846,27095,767445,19900,4248,88231,15783,121,4196,0,0,0,0,0,121,5
"5992025",2012,741,38318,193408,11652,68969,287140,27538,356109,19652,4367,83719,14535,114,3830,0,0,0,0,0,114,4
"5992025",2013,734,38273,200040,12621,71550,292571,24325,364121,20986,4347,85090,14184,132,4028,0,0,0,0,0,132,4
"5992025",2014,732,38589,208258,11954,80313,271280,19593,351593,22027,4377,88804,14163,136,4164,0,0,0,0,0,136,4
"5992025",2015,783,39634,215556,11571,85500,310208,21096,395708,25841,4564,87376,14798,142,4444,0,0,0,0,0,142,5
"5992025",2016,811,40046,217400,10001,67171,331442,20732,398613,24061,4632,86844,14291,143,4477,0,0,0,0,0,143,5
"5992065",2011,1786,82374,458837,20872,215637,723551,26236,939188,119920,18432,176314,30023,0,7795,527,190,170,465,1611,2963,6
"5992065",2012,1747,84689,463633,20551,230861,704853,26038,935714,141977,19061,157765,30363,0,6434,515,190,187,467,1618,2977,6
"5992065",2013,1753,82988,460699,20205,244288,696872,26779,941160,147228,18746,161389,30381,0,6570,519,69,1228,471,3582,5869,6
"5992065",2014,1733,83327,464362,19316,260815,754467,26449,1015282,167905,23175,162126,29834,0,6794,794,180,1185,510,3725,6394,6
"5992065",2015,1889,82271,468148,18015,279992,859181,26887,1139173,168679,24150,168324,30000,0,6658,829,154,199,348,3883,5413,6
"5992065",2016,1870,82258,479610,17763,287849,928635,29529,1216484,174605,24635,173953,30515,0,6884,824,0,241,332,3700,5097,6
"5992105",2011,6892,423230,1693238,108614,1417441,6276531,210479,7693972,237476,52470,782920,182456,3145,45226,210,3852,1442,796,7380,16825,30
"5992105",2012,7619,418924,1747225,126404,1740438,7098078,243311,8838516,175981,38792,750086,169561,3813,51269,311,4761,2349,872,8737,20843,32
"5992105",2013,8120,438631,1675817,118735,1889530,8044226,249572,9933755,164570,38539,753338,177977,2617,48281,327,5460,2820,950,10914,23088,34
"5992105",2014,7764,417851,1678524,122496,1952055,7975950,256353,9928005,228314,50405,741035,167785,2026,47016,343,4856,1373,951,8270,17819,33
"5992105",2015,7765,453429,1784569,121781,2238609,7849670,271224,10088279,267332,62141,785837,187172,3184,49156,140,4236,1955,1198,9564,20277,33
"5992105",2016,8060,475581,1867427,119314,2255374,8852581,279272,11107955,293970,74750,860648,205663,3704,52720,153,7332,2163,188,11757,25297,37
"5992175",2011,904,32406,231228,11560,57499,506249,13946,563748,100651,15439,56580,8308,0,6463,924,0,25,0,949,1898,2
"5992175",2012,914,33086,224384,11361,60204,663844,13290,724048,97589,13423,55968,8827,4,6769,955,0,9,0,964,1932,2
"5992175",2013,1024,43837,251817,12488,63455,630504,16258,693959,100520,16153,70121,13545,11,6729,976,0,75,0,1051,2113,3
"5992175",2014,1045,43392,260166,13576,103162,708503,14620,811665,115106,18072,74571,12955,16,7141,158,0,927,0,1085,2186,3
"5992175",2015,1039,44615,259423,14202,114812,697789,10784,812601,122000,19335,79092,14387,0,7595,458,0,2006,0,2464,4928,4
"5992175",2016,1070,47493,268816,14036,117005,726812,15837,843817,126007,19704,78715,14637,0,6461,317,0,1810,0,2127,4254,4
"5992185",2011,636,36245,165645,9942,89707,330432,8922,420139,30380,5858,76885,15443,15,1589,0,4860,0,0,4860,9735,4
"5992185",2012,636,35913,166308,10092,92055,342772,8982,434827,36076,6387,74425,15266,9,1597,70,982,0,572,2043,3676,4
"5992185",2013,638,34474,158633,9517,89970,327127,8368,417097,36224,6030,75217,15117,15,1396,721,580,108,318,1717,3459,4
"5992185",2014,638,32436,151585,8842,78298,138150,9117,216448,29405,6508,70517,13565,15,1398,627,441,0,286,1775,3144,4
"5992185",2015,638,33206,163617,8235,89806,140579,8805,230385,37738,6131,71468,13827,15,1371,710,571,0,284,1565,3145,4
"5992215",2011,2009,94043,429497,60725,258938,1430779,135902,1689717,60423,15206,228933,43984,1,9860,925,0,4452,7,5384,10769,14
"5992215",2012,2005,100437,447110,61150,266386,1574816,130801,1841202,73122,16530,243833,47691,0,9656,284,0,4515,11,4810,9620,14
"5992215",2013,2041,100555,447857,24372,259623,1665065,61267,1924688,75413,16749,244728,48212,0,9383,0,0,5340,1,5340,10681,14
"5992215",2014,2051,99647,457250,27820,275767,1976446,62632,2252213,171840,35793,170692,34843,0,9257,0,0,3442,21,3463,6926,14
"5992215",2015,2111,101203,465654,28887,360195,1864228,65056,2224423,92571,20965,255092,48352,0,9709,226,0,5694,169,6089,12178,14
"5992265",2011,1167,37023,307276,7091,128867,472992,12011,601859,107369,7243,120068,19976,106,3672,282,16,194,76,568,1242,2
"5992265",2012,1167,35496,301275,7127,132717,462201,11996,594918,107231,6900,113841,19254,107,3657,188,140,252,12,592,1291,2
"5992265",2013,1274,35818,331979,7395,140525,492492,13714,633017,121457,7256,124948,19378,121,3903,195,162,236,1,753,1468,3
"5992265",2014,1419,35481,345841,7551,140661,554090,13834,694751,117608,6935,134957,19525,146,4525,211,200,242,12,665,1476,3
"5992265",2015,1275,35295,328046,7103,159978,615855,13360,775833,116184,6720,123959,19605,152,4649,131,307,304,182,924,2000,3
"5992265",2016,1285,35231,333915,7237,163915,667223,14282,831138,117564,6407,126418,19533,159,5035,220,323,299,114,956,2071,3
"5992285",2011,1327,61828,325831,19518,191901,447863,33425,639764,90703,14983,127647,23578,43,5376,0,0,0,0,5207,5250,5
"5992285",2012,1381,62486,332826,18773,210617,324099,32333,534716,93826,15292,129786,24116,62,5417,0,0,0,0,9700,9762,5
"5992285",2013,1354,61281,319248,18110,208008,325596,30773,533604,82795,13175,121340,23453,65,5394,0,0,0,0,9630,9695,5
"5992285",2014,1420,63135,331627,18365,226699,352358,32286,579057,95914,17081,126868,23235,66,5447,0,0,0,0,9725,9791,5
"5992285",2015,1434,67729,358404,19950,242036,372895,33599,614931,110596,19479,141555,25443,75,5890,0,0,0,0,9775,9850,5
"5992285",2016,650,29228,178082,9690,110196,134094,15166,244290,79030,11949,46531,7520,3,2821,0,0,0,0,3836,3839,2
"5992295",2011,433,20482,92140,4237,78762,302774,12260,381536,14224,3090,50332,10335,43,1832,451,29,65,9,554,1151,2
"5992295",2012,421,19247,83241,7954,77537,329539,16389,407076,11906,3539,42313,9249,66,1937,566,92,62,3,723,1512,2
"5992295",2013,397,18425,79135,6817,76188,377024,11704,453212,10100,2325,41075,9075,84,2011,611,103,58,2,774,1632,2
"5992295",2014,397,19155,83728,6993,75839,372654,11457,448493,10439,3474,42973,9569,80,1961,592,117,30,8,747,1574,2
"5992295",2015,395,18228,79391,7326,81521,364703,11920,446224,10757,2944,39690,9025,93,2351,606,129,33,6,774,1641,2
"5992295",2016,384,18080,78278,7909,78655,383148,12008,461803,11725,2676,39304,8560,91,2258,545,125,78,18,766,1623,2
"5992375",2012,756,39096,168198,8584,133825,565464,9342,699289,15991,4215,90049,18706,148,3770,643,225,234,0,1102,2352,2
"5992375",2013,748,37375,161252,8191,129447,582190,9115,711637,12539,3109,85696,17700,147,3830,633,240,221,0,1094,2335,2
"5992395",2011,577,30536,142445,6498,118126,641361,16802,759487,14928,3167,95495,16623,0,2794,330,147,233,7,717,1434,3
"5992395",2012,545,29087,129032,6132,119590,617339,14086,736929,13427,3943,85760,17447,0,2604,537,270,263,0,1070,2140,3
"5992395",2013,543,27137,120198,4748,118150,557133,10330,675283,13237,3913,77426,16419,0,2590,412,425,274,0,1291,2402,3
"5992395",2014,431,25160,110301,4600,111835,578541,10153,690376,15301,3653,72981,15068,0,2444,309,297,212,0,818,1636,3
"5992395",2015,417,24942,110116,5014,110152,744197,9535,854349,16224,3839,71835,14879,0,2365,164,246,192,0,602,1204,3
"5992395",2016,417,24206,103470,4054,167294,687613,9753,854907,23734,4935,50749,11557,65,2394,0,0,0,0,0,65,3
"5992435",2011,302,12975,66332,3020,68721,426006,10376,494727,13252,3104,39082,6790,47,1543,216,154,64,17,451,949,2
"5992435",2012,277,14072,64569,2936,70016,457148,9971,527164,12900,3300,38655,7486,32,1400,276,125,97,5,503,1038,2
"5992435",2013,294,13807,61559,2863,69592,471954,9755,541546,11137,3124,36930,7471,46,1606,290,93,113,14,510,1066,2
"5992435",2014,298,13964,62496,2780,76270,539311,10847,615581,13154,3427,37221,7414,64,1674,261,108,92,10,471,1006,2
"5992435",2015,298,15127,67037,2779,84150,619032,11042,703182,14985,3873,40833,8248,62,1696,273,113,101,3,490,1042,2
"5992435",2016,300,15075,67216,2770,84099,125557,11203,209656,15472,3833,38703,8040,50,2054,324,125,110,6,565,1180,2
"5992445",2011,369,20785,77518,8039,96890,273111,35798,370001,8074,2472,42409,10147,39,1676,667,235,184,13,1128,2266,5
"5992445",2012,369,19643,73257,7184,95292,236181,35224,331473,7119,2466,39255,9563,39,1627,633,272,250,13,1168,2375,5
"5992445",2013,375,19027,71851,8126,92430,229264,34036,321694,6405,3414,39830,8985,36,1567,539,266,232,17,1088,2178,5
"5992445",2014,475,21340,92287,8586,99576,293052,37493,392628,14815,2369,46407,10794,33,1870,217,128,98,4,447,927,7
"5992445",2015,470,21322,97566,8986,103537,289533,38921,393070,14866,2410,51680,11131,1,2023,54,41,65,0,160,321,7
"5992445",2016,457,20200,89797,10732,101875,294124,37661,395999,18935,3200,44033,9997,19,1985,0,0,0,0,0,19,7
"5992455",2011,184,4937,49853,13,5001,52499,92,57500,14613,1277,12052,1123,7,407,0,0,0,0,0,7,2
"5992455",2012,184,5097,50466,12,7060,50499,78,57559,14880,1347,12626,1139,8,409,0,0,0,0,0,8,2
"5992455",2013,184,5146,50017,7,7355,50796,54,58151,13824,1325,12016,1096,8,417,0,0,0,0,0,8,2
"5992455",2014,184,5255,50208,4,6762,50911,37,57673,14596,1490,12160,1088,7,423,0,0,0,0,0,7,2
"5992455",2015,184,5380,52098,3,6376,36969,54,43345,16240,1564,13314,1178,7,405,0,0,0,0,0,7,2
"5992455",2016,184,5174,50298,2,10009,38651,37,48660,16494,1542,12249,1090,6,403,0,0,0,0,0,6,2
"5992475",2011,98,2454,7375,410,23802,11840,1256,35642,1814,691,3399,1012,3,242,6,4,50,15,75,153,2
"5992475",2012,98,2555,7338,390,25653,15656,1134,41309,1554,655,3306,1044,8,278,4,10,45,9,68,144,2
"5992475",2013,98,2459,7179,368,18691,22180,1189,40871,1923,672,3048,978,7,266,11,10,119,4,144,295,2
"5992565",2011,2164,124021,566079,33684,664643,2585757,67551,3250400,83712,21037,301839,58159,105,12393,1884,1144,1260,382,4670,9445,10
"5992565",2012,2599,128542,707556,33497,762800,2959207,75401,3722007,168423,21627,334642,62486,122,12901,3199,810,1270,344,5623,11368,11
"5992565",2013,2699,131215,729198,35245,802888,3697641,78015,4500529,161654,16801,316292,59072,136,14209,3455,874,1771,79,6380,12695,12
"5992565",2014,2694,129039,714988,34771,796329,4264955,83624,5061284,162085,16279,339008,64112,148,13955,3484,1063,1925,112,6584,13316,12
"5992565",2015,2708,132451,720235,35826,786664,4021957,85611,4808621,161410,16360,342620,66317,522,15660,3629,1135,1973,18,6755,14032,12
"5992565",2016,2755,137412,751703,37196,776355,3941580,84973,4717935,163249,15893,344492,66986,555,15646,3796,1194,2028,18,7036,14627,12
"5992575",2013,358,20323,103279,6157,79924,714540,7716,794464,24262,4601,45727,8739,5,2558,211,421,0,5,637,1279,2
"5992575",2014,358,22616,113232,6652,72660,770587,7806,843247,30072,6039,52088,9898,3,2730,240,518,0,0,758,1519,2
"5992575",2015,389,23218,117901,6637,86879,1081505,7451,1168384,23317,6310,54759,9900,4,2639,61,459,139,25,684,1372,2
"5992575",2016,515,26190,125072,6310,101464,1305517,10145,1406981,23772,5840,57448,11558,11,3091,142,480,169,77,868,1747,3
"5992625",2011,792,31360,168490,9949,100707,234705,12649,335412,28384,4653,74982,12631,0,2375,836,222,647,17,1722,3444,3
"5992625",2012,746,31770,169825,9835,102939,310931,12980,413870,20574,3751,77518,13256,0,2924,869,249,452,48,1618,3236,3
"5992625",2013,780,31632,166224,10038,105822,294419,14992,400241,27116,3997,76231,13459,0,3327,743,294,500,35,1572,3144,3
"5992625",2014,781,30833,158841,9713,110604,418985,17931,529589,23708,4637,70334,12878,0,3298,717,285,396,94,1492,2984,3
"5992625",2015,781,30778,168256,9814,117362,438423,18691,555785,30957,6001,78062,13232,0,3485,698,286,318,135,1437,2874,3
"5992625",2016,781,31989,175727,10053,117798,451316,19080,569114,35298,6697,80327,13373,0,2815,716,411,362,144,1633,3266,3
"5992645",2011,3017,131982,683450,40284,432930,641830,35839,1074760,148128,27347,270881,47979,1,11303,4711,61,1335,0,6107,12215,8
"5992645",2012,3060,131584,680542,39983,449689,673145,34782,1122834,143110,26429,272871,48609,0,11426,3875,80,1293,997,6639,12884,8
"5992645",2013,3087,137375,706537,40733,476640,696312,37627,1172952,146986,27816,287185,51307,0,13020,3828,41,1240,1980,7089,14178,8
"5992645",2014,3091,143719,744310,42598,509540,745925,45523,1255465,155993,28901,300944,53301,1,13003,4780,52,1065,1637,7534,15069,9
"5992645",2015,3310,151262,797116,46217,567421,791353,49554,1358774,157078,27832,331659,57639,5,14211,5213,69,1422,1276,7980,15965,10
"5992645",2016,3493,157587,818871,48958,638603,805134,48168,1443737,155088,27146,335594,58047,2,14200,5640,65,1775,1550,9030,18062,8
"5992735",2011,1050,46326,229686,11930,216331,232595,13176,448926,34682,7314,113522,19356,51,5306,2965,346,1257,3,4571,9193,7
"5992735",2012,1090,49145,246595,12754,210152,301100,13999,511252,38739,8317,121276,20424,36,5306,5093,476,1154,0,6723,13482,7
"5992735",2013,1021,47174,230783,10004,212974,266911,9423,479885,42228,8906,112910,20126,0,4753,4404,476,1132,0,6012,12024,4
"5992735",2014,1051,48311,234124,10456,222117,240948,9048,463065,41785,9190,107623,19938,0,4984,822,0,0,0,822,1644,4
"5992735",2015,1138,48074,240436,10180,238639,241749,10521,480388,42995,9189,110711,19940,0,4468,818,0,0,0,818,1636,4
"5992735",2016,1314,47067,240557,9773,247105,245127,13729,492232,42594,8427,112240,19425,0,5793,850,0,0,0,1181,2031,5
"5992755",2011,1069,52915,234576,17395,203981,548020,35111,752001,57056,11677,85961,18284,193,5325,0,298,2008,308,2614,5421,5
"5992755",2012,1082,54896,235358,16028,202636,848199,31084,1050835,56389,12076,90268,19884,198,5732,0,334,1453,0,1787,3772,5
"5992755",2013,1093,54533,240396,16328,215245,870683,32713,1085928,58702,12003,92295,20025,238,5811,0,346,1486,0,1832,3902,5
"5992755",2014,1109,54348,242208,16264,218191,903518,22407,1121709,59454,12305,94959,20097,281,6275,0,430,1506,0,1936,4153,5
"5992755",2015,1109,58535,262512,16058,244609,716199,23951,960808,78624,16307,104642,22082,154,6113,0,522,1560,0,2082,4318,5
"5992755",2016,1153,62409,288328,17649,272977,1193481,27165,1466458,90482,18085,111472,23742,186,7136,47,473,1229,2,1751,3688,6
"5993075",2011,6642,208514,2024629,28895,1110787,4417371,79962,5528158,1266669,130395,451485,44653,1620,36736,636,1607,1141,69,4015,9088,12
"5993075",2012,6544,201646,1923829,28682,1151473,4285263,74186,5436736,1187105,116218,362047,48087,768,34860,681,1617,1273,128,3761,8228,12
"5993075",2013,6722,191581,1734438,25982,1178616,4103656,69551,5282271,1072376,115062,327383,41054,659,35239,691,1569,1417,98,4206,8640,12
"5993075",2014,4913,184140,1393177,32556,1154031,3959684,76417,5113715,856575,119945,348352,44134,580,31732,296,740,2712,62,4250,8640,12
"5993075",2015,4878,183092,1395772,27292,1147998,3955930,73170,5103928,866394,117886,365352,43518,591,33809,259,704,1841,96,3338,6829,12
"5993075",2016,4768,175897,1367894,21049,1144005,3660381,74833,4804386,834477,109211,380449,43908,654,33471,226,1075,1452,141,4966,8514,12
"5993115",2011,1378,65379,319180,14175,273973,324312,17393,598285,89696,16952,119062,22325,3,4800,1519,167,205,138,2489,4521,4
"5993115",2012,1360,64415,318600,14226,280087,332864,17228,612951,94528,17688,118510,21843,3,5388,1407,84,422,155,2068,4139,4
"5993115",2013,1321,62835,314752,14127,283048,295791,17102,578839,91651,17584,119913,21754,7,5191,1873,60,422,43,2398,4803,4
"5993115",2014,1344,62512,313758,14082,283188,300127,16115,583315,94998,17271,118095,22058,3,5012,1840,107,491,0,2438,4879,4
"5993115",2015,1344,61053,319839,14180,293623,288463,16974,582086,89175,15727,122306,21819,3,5036,1794,122,529,0,2445,4893,4
"5993115",2016,1366,61860,322698,14611,290580,250825,16205,541405,87100,15623,121659,21689,12,5075,1619,117,546,48,2330,4672,4
"5993315",2011,331,9878,63727,2791,54673,239392,8353,294065,17277,2110,31346,5094,34,1233,246,34,47,0,327,688,2
"5993315",2012,346,10250,60286,3928,56022,229528,9918,285550,16777,1645,29705,5459,34,1233,246,34,47,0,327,688,2
"5993315",2013,328,9752,60180,3811,49787,221924,9697,271711,15639,2207,27574,4959,37,1181,159,23,47,0,229,495,2
"5993315",2014,328,9335,58125,3669,48278,224636,10408,272914,16408,2364,27195,5104,32,1182,159,23,47,0,229,490,2
"5993315",2015,328,8599,55225,3519,48593,237713,10684,286306,19002,2453,25167,4371,39,1244,159,23,47,0,229,497,2
"5993355",2011,2218,109823,616525,34838,378336,596477,38098,974813,203085,32274,216210,37698,358,15145,1881,351,447,0,2679,5716,4
"5993355",2012,1989,99063,554415,32244,350091,597451,33082,947542,180074,25339,182686,32579,410,14821,1906,480,360,1,2747,5904,3
"5993355",2013,1689,95850,533264,33544,357142,649354,35308,1006496,177689,24520,175260,30978,402,9425,1684,445,391,0,2520,5442,3
"5993355",2014,1689,98994,550647,23507,251049,842861,39806,1093910,166013,21576,223414,41426,326,9686,460,29,224,0,713,1752,3
"5993355",2015,1877,97202,546080,29483,367259,694946,30401,1062205,178148,23139,177551,31239,405,10393,1710,518,388,0,2616,5637,3
"5993355",2016,2590,140494,750385,41380,598548,812109,42962,1410657,214359,30542,284856,52619,427,14670,1894,625,601,41,3161,6749,4
"5993505",2011,922,45287,203424,15007,183067,1559487,18072,1742554,49176,10579,86710,17292,199,3994,293,782,910,132,2117,4433,7
"5993505",2012,933,49323,213932,10998,203127,1503700,22285,1706827,51934,11209,87162,17993,375,5092,1192,1272,469,1,2934,6243,8
"5993505",2013,741,48572,203634,10974,212477,1640050,23277,1852527,51402,11169,97099,19855,442,5178,1988,1658,742,15,4403,9248,8
"5993505",2014,640,41967,201904,8836,208831,1972078,12738,2180909,58427,11719,84151,16313,499,4777,1292,1126,658,15,3091,6681,7
"5993505",2015,792,48372,225826,10715,242964,2240755,22767,2483719,67235,14081,99010,19570,515,5984,660,653,518,20,1851,4217,6
"5993505",2016,826,50000,214768,12656,257144,2386828,23756,2643972,72086,14796,104642,20096,463,5996,438,658,505,118,1719,3901,6
"5993555",2011,973,23857,255779,5487,75189,144489,12775,219678,56322,6055,96028,9539,70,3587,116,15,76,0,207,484,11
