"System_ID","Year","Total_hospital_beds","Admissions","Inpatient_Days","Surgical_operations_inpatient","Emergency_room_visits","Other_outpatient_visits_non_ER","Surgical_operations_outpatient","Total_outpatient_visits","Total_Medicaid_days","Total_Medicaid_discharges","Total_Medicare_days","Total_Medicare_discharges","Physicians_and_dentists_FT","Total_personnel_FT","Total_Physicians_NE","Total_Physicians_TE","Total_Physicians_TG","Total_Physicians_TC","Total_Physicians_TP","All_Physicians","Hospitals"
"227347687ma",2011,1210,71086,330400,25638,152643,1071188,34679,1223831,36989,8573,159788,32336,127,9704,1480,134,1040,2,2656,5439,5
"227347687ma",2012,1207,66025,302857,23578,150351,1079832,35717,1230183,39824,8410,144536,29113,163,9514,1162,181,1371,2,2619,5498,5
"227347687ma",2013,1191,61593,301658,19421,146092,1073351,36471,1219443,47371,9497,149410,28125,168,9591,1287,212,1219,206,2924,6016,5
"227347687ma",2014,1205,66923,357082,25095,164335,1145226,35867,1309561,49091,9591,157748,30367,154,9771,1312,252,1174,195,2933,6020,5
"227347687ma",2015,1263,70768,334582,25879,183953,1365027,39754,1548980,54246,10916,172252,33217,187,10483,1596,326,1235,184,3341,6869,6
"227347687ma",2016,1283,75442,364765,26457,207772,1433712,39360,1641484,62570,11728,174740,34924,216,11027,1551,242,1774,177,3744,7704,6
"229227347bc",2011,2499,118981,554394,25681,170541,732445,40721,902986,119776,23300,262634,52180,293,9876,0,0,0,0,0,293,8
"229227347bc",2012,2843,135946,660578,32291,504344,237579,47960,741923,126569,25714,333626,61432,3,10729,3764,296,544,0,4766,9373,8
"229227347bc",2013,2852,128111,640420,29910,467553,218046,53473,685599,127045,25251,329452,50798,3,9590,3773,295,520,0,4792,9383,8
"229227347bc",2014,2905,131937,621102,29559,491062,607159,37812,1098221,123983,26520,323952,63352,4,9094,2447,295,389,0,4616,7751,8
"229227347bc",2015,3213,161907,751947,35748,623768,771840,39285,1395608,144943,30628,404480,80432,169,14220,2284,282,403,86,4200,7424,9
"229227347bc",2016,3274,176408,799375,38124,665767,792955,39587,1458722,149565,31426,417536,85544,0,14635,3234,525,844,87,4900,9590,10
"5990001",2011,460,19067,77168,5317,87001,499609,12511,586610,12033,2776,45386,10267,22,2550,98,104,169,3,374,770,4
"5990001",2012,439,20222,75575,5019,82288,511731,16836,594019,8724,2952,45363,10642,18,2379,139,162,173,12,483,987,4
"5990001",2013,439,19829,77769,4599,111271,480949,14980,592220,13687,3422,43459,9921,47,2298,42,23,24,0,89,225,4
"5990001",2014,418,18335,74721,3894,109080,473691,14065,582771,13519,3234,42478,9380,37,2418,75,170,143,0,388,813,4
"5990001",2015,586,23434,93796,5170,105354,683162,25647,788516,17556,4869,54557,12040,59,3287,62,206,254,35,557,1173,5
"5990001",2016,670,26247,101113,6159,124991,754789,32323,879780,15531,4904,62973,14283,37,3639,57,168,269,31,525,1087,6
"5990002",2011,6333,210804,1263745,53783,1399574,4544771,156581,5944345,393828,47178,545247,106807,575,29427,2371,479,1821,244,5781,11271,88
"5990002",2012,4837,161122,925076,41859,1114309,4009259,127527,5123568,270664,34756,402359,79392,498,23481,2480,483,1810,306,5456,11033,73
"5990002",2013,4161,128750,760372,31844,932763,3639402,109388,4572165,212738,26929,329418,63946,504,20544,1605,454,1278,360,4458,8659,67
"5990002",2014,3970,118419,669136,28998,948363,3496954,98670,4445317,182461,24062,295785,61824,499,19703,1463,403,1619,305,3860,8149,66
"5990002",2015,3333,110709,543861,26032,924650,3454142,91004,4378792,131233,21679,275450,58145,516,18144,1166,463,1309,355,3293,7102,60
"5990002",2016,3204,107796,531552,25878,936584,3855178,91431,4791762,125636,21483,261247,55303,520,18708,1386,427,1447,250,3510,7540,58
"5990004",2011,767,29886,165115,5768,126707,263722,16483,390429,21937,4252,99546,16143,19,3897,355,17,0,0,372,763,7
"5990004",2012,751,30496,162192,5477,126176,263771,15438,389947,20990,4058,97383,16703,2,3873,375,0,0,0,375,752,7
"5990004",2013,781,29858,164263,5267,126266,250596,16552,376862,22185,4227,98218,16250,1,3942,388,0,0,0,387,776,7
"5990004",2014,728,28318,162324,5358,108660,248563,16817,357223,22307,4120,96719,15388,4,3849,363,0,0,0,363,730,5
"5990004",2015,734,29332,169010,5396,119890,235642,16895,355532,22885,4186,104178,16512,3,3948,354,0,0,0,354,711,5
"5990004",2016,919,39087,205728,8359,166026,300886,22690,466912,30566,5889,124248,21241,15,4682,324,0,0,0,324,663,7
"5990005",2011,1032,50204,238721,12738,231000,320710,32547,551710,40361,8130,94658,17861,11,5371,0,5,128,336,1857,2337,3
"5990005",2012,1032,50329,238831,12786,242026,350241,32737,592267,40877,8513,96891,18059,5,5545,967,236,495,372,2070,4145,3
"5990005",2013,1066,53323,245431,13176,257496,350606,31287,608102,45688,9517,99130,19035,7,5747,892,265,517,371,2045,4097,3
"5990005",2014,1037,55423,252428,12920,249841,422651,28780,672492,46948,9961,101710,20100,8,5098,882,304,433,340,1959,3926,2
"5990005",2015,1039,59316,280050,14209,252433,308865,28372,561298,57919,10993,118190,23149,10,5476,1041,383,438,315,2177,4364,2
"5990005",2016,1114,63974,298075,16063,285167,390467,31976,675634,64292,11698,129637,25099,11,5779,935,368,498,279,2080,4171,3
"5990008",2011,720,37673,187859,7947,136500,431356,12722,567856,45554,9850,98603,16614,9,3152,0,0,0,0,1124,1133,2
"5990008",2012,681,33149,158081,7638,141041,475117,11887,616158,38997,8923,81516,14795,6,2976,0,0,0,0,998,1004,2
"5990008",2013,623,31863,150567,6882,129436,508208,16795,637644,39215,8239,76977,14768,5,2967,0,0,0,0,927,932,2
"5990008",2014,595,29643,140300,7463,112208,525791,13865,637999,31935,6155,65284,13079,75,2987,0,0,0,0,0,75,2
"5990008",2015,552,26405,129960,5884,128786,388979,22299,517765,32687,7090,66850,11994,3,2728,0,0,0,0,1046,1049,2
"5990009",2011,6041,18159,2025398,11,0,252051,74,252051,0,0,0,0,307,13188,0,15,0,0,15,337,24
"5990009",2012,5830,16522,1956668,7,0,383563,47,383563,9058,820,7685,693,290,12817,0,15,0,0,14,319,22
"5990009",2013,5830,16774,1909340,4,0,190496,33,190496,8415,807,7314,667,287,13364,0,15,0,0,15,317,22
"5990009",2014,5717,20883,1852997,2,0,189009,23,189009,38167,2769,21863,1558,267,12177,0,9,0,0,9,285,22
"5990009",2015,5659,21151,1933955,2,0,256875,39,256875,42379,2950,21310,1591,295,12983,0,14,0,0,14,323,22
"5990009",2016,5748,21274,1900814,22,0,144099,27,144099,0,0,0,0,337,12600,2,49,0,11,62,461,23
"5990010",2011,1461,2800,497214,0,0,4311,0,4311,0,0,0,0,66,2983,0,37,0,11,48,162,3
"5990010",2012,1436,1999,510161,0,0,0,0,0,0,0,0,0,96,2776,0,38,0,11,49,194,3
"5990010",2013,1437,2399,499290,0,0,5505,0,5505,0,0,0,0,94,3584,0,72,1,26,99,292,3
"5990010",2014,1437,2579,486344,0,0,10030,0,10030,0,0,0,0,67,3430,0,38,0,11,49,165,3
"5990010",2015,1423,1852,461407,0,0,6040,0,6040,0,0,0,0,99,3890,0,36,0,11,47,193,3
"5990010",2016,1422,2275,458918,0,0,6352,0,6352,0,0,0,0,53,3185,0,0,0,0,0,53,3
"5990011",2011,655,23702,192979,7184,59503,130743,11857,190246,63542,6322,71331,9251,69,2526,73,5,26,0,104,277,4
"5990011",2012,655,22632,175880,8624,34476,117347,17068,151823,58783,5526,63403,9541,73,2799,0,0,0,0,0,73,4
"5990011",2013,654,23273,176534,7579,32379,120718,16955,153097,61161,5786,66227,10081,93,2799,0,0,0,0,0,93,4
"5990011",2014,654,23931,182632,7386,31940,121238,17783,153178,64157,5719,70744,10701,78,2669,0,0,0,0,0,78,4
"5990011",2015,620,21275,157673,7537,51006,155813,19961,206819,53385,5315,62343,9592,61,2457,0,0,0,0,44,105,4
"5990011",2016,605,18849,142868,6715,41510,137196,16275,178706,42551,4782,63253,8981,60,2359,0,0,0,0,175,235,4
"5990012",2011,2718,9515,915988,74,4599,83419,261,88018,0,0,0,0,88,7023,0,29,1,4,34,156,10
"5990012",2012,2764,9269,910854,46,3728,127443,213,131171,19640,1337,11802,557,96,6943,0,42,10,5,57,210,10
"5990012",2013,2764,15254,925883,43,7837,231193,184,239030,59190,3839,28389,1793,104,7023,0,21,0,4,28,157,10
"5990012",2014,2675,14090,903316,67,8576,148045,200,156621,87847,3805,29748,1928,85,6583,0,14,0,0,14,113,10
"5990012",2015,2612,4706,898488,18,1505,16085,63,17590,10543,92,757,79,86,7054,0,32,0,0,32,150,10
"5990012",2016,2612,10380,831645,52,9767,124136,590,133903,377439,274,1663,129,85,6761,0,37,0,0,37,159,11
"5990013",2011,327,1580,107192,1,0,21323,8,21323,0,0,0,0,16,792,0,0,0,0,0,16,3
"5990013",2012,327,1470,104456,1,0,22223,7,22223,1294,117,1098,99,15,782,0,0,0,0,0,15,3
"5990013",2013,187,1036,70029,1,0,8426,4,8426,1202,115,1045,95,7,516,0,0,0,0,0,7,3
"5990013",2014,187,898,62371,0,0,8487,4,8487,1269,130,1057,95,6,407,0,0,0,0,0,6,3
"5990013",2015,187,953,60514,0,0,5388,6,5388,1412,136,1158,102,10,467,0,0,0,0,0,10,3
"5990013",2016,187,972,60162,0,0,22423,4,22423,0,0,0,0,8,460,0,0,0,0,0,8,3
"5990014",2011,705,2168,233336,3,0,34336,19,34336,0,0,0,0,28,1589,0,0,0,0,0,28,3
"5990014",2012,705,4531,239184,3,0,30397,16,30397,3154,285,2676,241,35,1799,0,0,0,0,0,35,3
"5990014",2013,690,3858,238789,0,0,73796,0,73796,0,0,0,0,37,1683,0,0,0,0,0,37,3
"5990014",2014,690,6248,229144,2,0,29463,19,29463,7457,761,6213,556,37,1632,0,48,0,0,48,133,3
"5990014",2015,690,4588,236313,1,0,7783,9,7783,2825,272,2316,205,33,1640,0,72,0,0,94,199,3
"5990014",2016,690,5402,232288,1,0,83568,12,83568,0,0,0,0,37,1243,0,0,0,0,0,37,3
"5990016",2011,485,25331,123207,5967,155431,611960,8008,767391,50890,8425,14674,2806,572,4945,74,588,24,0,686,1944,2
"5990016",2012,485,25187,116646,5544,145393,709787,8244,855180,46632,8306,15339,3548,535,5734,0,530,0,0,530,1595,2
"5990016",2013,485,23967,112837,5604,138335,724853,8512,863188,41189,7843,14432,3259,599,5777,0,591,0,0,591,1781,2
"5990016",2014,473,21881,106332,5208,150789,616457,6838,767246,42822,7649,12134,2549,596,5667,0,710,22,0,732,2060,2
"5990016",2015,489,22262,102036,5432,148036,833137,8154,981173,43029,6518,12461,2636,557,5832,0,669,22,0,691,1939,2
"5990016",2016,475,21795,100260,5630,153824,825342,8688,979166,53266,10370,15331,3360,584,5698,3,766,14,0,783,2150,2
"5990017",2011,1365,4690,452306,0,264,5520,0,5784,0,0,0,0,34,2424,0,31,0,13,44,122,4
"5990017",2012,1226,5084,421594,0,0,4102,0,4102,11745,410,9476,367,44,2363,0,7,5,0,12,68,4
"5990017",2013,1200,4735,354442,0,0,3686,0,3686,3873,142,6993,219,26,2187,0,25,0,14,39,104,4
"5990017",2014,1180,4679,341180,0,0,3209,0,3209,3977,148,6426,229,35,2207,0,1,6,3,10,55,4
"5990017",2015,1017,4381,305122,0,0,3311,0,3311,3769,164,5933,213,36,2573,0,8,0,4,12,60,4
"5990017",2016,941,4458,285307,0,0,3311,0,3311,0,0,0,0,39,2174,0,11,0,7,18,75,4
"5990018",2011,348,2701,104033,0,228,35996,0,36224,0,0,0,0,8,806,0,4,0,11,15,38,3
"5990018",2012,348,3089,117421,0,381,39728,0,40109,7379,346,13598,460,17,1029,0,0,0,3,0,20,3
"5990018",2013,348,2870,118949,0,442,41971,0,42413,6314,300,13471,358,15,952,0,0,0,3,3,21,3
"5990018",2014,348,2737,118083,0,344,43561,0,43905,5951,314,12693,375,19,973,0,12,0,3,15,49,3
"5990018",2015,344,2334,113301,0,594,69500,0,70094,193,17,730,60,17,984,0,13,0,4,17,51,3
"5990018",2016,344,2050,112079,0,594,62332,0,62926,0,0,0,0,9,718,0,12,0,3,15,39,3
"5990020",2011,2507,13731,800342,0,0,63845,0,63845,0,0,0,0,147,7310,6,99,6,37,148,443,10
"5990020",2012,2551,14136,830797,0,0,40571,0,40571,19094,549,39084,468,140,7501,5,102,5,23,135,410,10
"5990020",2013,2556,13953,826216,0,0,35222,0,35222,21506,554,32261,443,141,7614,3,98,10,22,132,406,10
"5990020",2014,2513,11290,806070,0,0,36072,0,36072,603,60,3729,125,139,7538,0,102,4,19,130,394,10
"5990020",2015,2425,9708,794214,1,0,13930,16,13930,3859,272,8177,185,140,7224,0,86,4,12,107,349,10
"5990020",2016,2349,7628,763829,140,0,1033,0,1033,0,0,451,4,137,7162,0,89,3,11,108,348,10
"5990021",2012,537,25214,151092,8394,72682,520298,10704,592980,62055,10861,30879,4906,0,4816,0,0,0,996,996,1992,1
"5990021",2013,609,25855,157944,8816,87666,568375,11354,656041,63012,10728,34292,5517,0,5373,0,5,0,1507,1512,3024,2
"5990021",2014,609,31386,161443,9316,94782,575333,13122,670115,70219,11914,36793,6217,0,5241,0,5,0,1463,1468,2936,2
"5990021",2015,609,28796,170961,9535,95828,591732,13638,687560,84423,13072,46952,6991,0,5910,0,3,0,1535,1538,3076,2
"5990021",2016,609,32990,169207,8932,103477,617209,15150,720686,82129,12389,47023,7369,0,5854,0,5,0,1473,1478,2956,2
"5990023",2011,6223,122387,1563640,0,0,1131845,0,1131845,88198,9033,1115028,82462,55,14557,1915,95,91,114,2939,5209,95
"5990023",2012,6574,128962,1689814,0,0,1033622,0,1033622,90277,7582,1256774,93847,58,14315,2920,121,129,141,4546,7915,100
"5990023",2013,6743,136534,1741580,0,0,964220,0,964220,100032,9636,1273104,93963,77,14833,2073,126,117,156,3282,5831,103
"5990023",2014,6970,140742,1759007,0,0,948220,0,948220,116451,10786,1235622,94882,104,15309,2111,0,148,142,2744,5249,104
"5990023",2015,9361,157966,1889371,0,0,1015854,0,1015854,134755,12946,1316069,99605,122,18771,2541,0,167,137,3122,6089,117
"5990023",2016,8058,161824,1983083,0,0,835240,0,835240,146564,13067,1389801,108707,121,17924,2329,0,148,206,2977,5781,122
"5990024",2011,1073,62650,301996,15642,136604,671113,24873,807717,44650,8674,94331,18519,56,7285,1828,118,417,90,2453,4962,2
"5990024",2012,1073,60312,302106,14951,135665,730858,25570,866523,39185,7763,91913,17490,74,7114,1939,122,401,76,2538,5150,2
"5990024",2013,1074,57891,270040,13917,133492,728645,27482,862137,35237,7303,92234,17150,97,6714,2099,299,406,26,2831,5758,2
"5990024",2014,1603,85557,391420,25958,234767,1683433,50719,1918200,49342,11518,153735,29299,244,12267,2379,1866,197,14,4456,9156,4
"5990024",2015,1715,88347,404308,24795,288279,3896024,54810,4184303,62680,13393,169227,31650,547,14431,2528,1863,390,0,4781,10109,6
"5990024",2016,1900,89826,463253,22207,288997,4393693,47376,4682690,72042,13926,198884,33732,1493,15546,2557,2167,362,0,5086,11665,7
"5990026",2011,7134,83130,1544349,1555,137,36134,292,36271,224792,11781,968151,48598,82,15833,1835,343,59,138,3947,6404,94
"5990026",2012,7340,80027,1620322,2032,48,29228,191,29276,177044,4816,1158967,59306,34,16100,3143,390,183,204,5248,9202,97
"5990026",2013,6364,65866,1339640,550,14,14477,8,14491,131446,3826,944013,48868,153,14598,2275,377,155,56,4000,7016,80
"5990026",2014,6162,66800,1329088,652,7,22194,0,22201,168167,4094,862993,48239,38,14092,2451,419,152,61,4258,7379,81
"5990026",2015,6137,62417,1321106,1136,7,14467,0,14474,135001,3919,895271,45467,35,14122,2175,2,136,97,3760,6205,77
"5990026",2016,4876,51074,1077089,1650,0,18226,13,18226,100115,2106,738512,34625,44,10603,1895,3,153,81,3672,5848,62
"5990029",2011,535,18749,110243,4309,119941,9935,9935,129876,42419,9092,34915,4968,18,1962,791,23,110,0,924,1866,2
"5990029",2012,468,16995,88087,4347,123619,13358,9414,136977,29894,8547,29480,4663,21,1856,745,20,28,57,850,1721,2
"5990029",2013,444,16545,88676,4227,124323,9434,9434,133757,23054,5093,28564,4803,18,1814,758,28,0,84,870,1758,2
"5990029",2014,318,17139,92105,3862,25140,102378,8882,127518,20106,3262,45108,8200,42,1845,0,0,0,0,0,42,2
"5990029",2015,292,16661,80324,3351,82781,11348,4877,94129,29911,6536,30121,5360,41,1270,0,0,0,0,867,908,2
"5990032",2011,1193,31050,257527,7471,139215,200270,9415,339485,138887,8598,67591,12347,20,4743,94,4,17,2,117,254,7
"5990032",2012,1193,30143,260754,7973,140585,217065,10989,357650,137913,9912,79905,13562,21,4633,26,11,104,6,147,315,7
"5990032",2013,1193,29306,258498,7199,139922,220657,9969,360579,119463,7801,99290,16624,20,4532,42,5,165,8,220,460,7
"5990032",2014,1162,29890,273264,6853,126269,221112,10307,347381,117899,7442,100786,15971,30,4703,42,3,77,0,122,274,7
"5990032",2015,1167,29587,273823,7719,124788,261286,10634,386074,115469,7194,96843,15679,28,5293,311,29,167,80,698,1313,7
"5990032",2016,1012,30859,237136,8030,129103,283386,11006,412489,87200,6212,101245,17009,44,5113,42,6,154,2,286,534,6
"5990033",2011,1362,60268,378137,16754,66626,2018995,16121,2085621,63952,14252,86059,13243,949,21920,4,1744,119,27,1894,4737,4
"5990033",2012,1308,58844,379321,13554,72984,2107196,20833,2180180,64039,13267,99696,15166,969,22867,8,1737,101,5,1851,4671,4
"5990033",2013,1368,60116,390937,13982,79014,2220593,22662,2299607,62399,12290,109289,16158,1002,23378,7,1803,113,3,1926,4854,4
"5990033",2014,1406,61601,398822,14196,80716,2321182,22751,2401898,61111,12646,109766,16323,1027,24070,8,1872,140,1,2021,5069,4
"5990033",2015,1565,65622,417476,15324,102530,2542279,26169,2644809,59573,13012,123469,18017,1071,25432,81,1932,133,20,2166,5403,4
"5990033",2016,1601,66981,440103,15273,108606,2644645,27502,2753251,53088,12081,115931,17322,1093,26574,49,1906,148,15,2118,5329,4
"5990036",2011,826,34697,178208,8968,104834,401159,12956,505993,31915,6806,87373,14081,0,3778,0,0,18,1287,1305,2610,5
"5990036",2012,865,35183,175605,9031,102223,413525,12078,515748,29828,6793,86837,14616,0,3814,13,0,19,1258,1290,2580,5
"5990036",2013,824,32371,162989,9314,102723,396512,10434,499235,26129,5842,78684,13090,0,3790,11,0,37,1275,1323,2646,5
"5990036",2014,774,28391,161311,7891,97222,388982,11606,486204,26511,5153,44001,13352,0,3703,267,0,33,1089,1389,2778,5
"5990036",2015,56,403,11272,0,0,0,0,0,116,5,9216,326,0,98,0,0,0,297,297,594,1
"5990037",2011,805,42518,174563,13651,42004,183946,22508,225950,38695,8356,80325,18389,83,3697,0,0,0,0,0,83,3
"5990037",2012,820,40984,170450,11603,44835,197570,20011,242405,36913,7949,77964,17732,91,3675,0,0,0,0,0,91,3
"5990037",2013,820,38927,169307,10815,43271,196679,20629,239950,37043,7667,77746,16889,94,3696,0,0,0,0,0,94,3
"5990038",2011,280,19052,71603,4734,92140,173575,8738,265715,12180,2666,51954,8717,52,1649,0,19,0,0,19,90,2
"5990038",2012,286,18100,70663,4613,93226,175432,8726,268658,5842,2566,37288,8330,6,1542,0,79,0,0,79,164,2
"5990040",2011,510,23150,143636,7333,61415,296856,15047,358271,29953,4989,66297,8573,64,3051,622,89,194,220,1125,2314,2
"5990040",2012,510,25268,150848,7755,63265,307468,13960,370733,33079,4864,67867,10616,84,3236,47,2,0,2,51,186,2
"5990040",2013,493,24152,153328,7668,65502,310184,13122,375686,35883,5157,70390,9313,69,3272,0,120,266,210,118,783,2
"5990040",2014,562,28068,165005,8665,88922,388940,15423,477862,44542,6996,72155,10083,89,4008,5,140,323,251,719,1527,3
"5990040",2015,566,31061,186107,9994,131207,368623,17335,499830,44832,6766,81054,10682,93,4336,815,147,363,226,1551,3195,3
"5990040",2016,577,28985,195501,10256,132061,470807,20062,602868,50311,6478,90602,10921,128,4624,435,136,287,218,1076,2280,3
"5990041",2011,2024,118371,498361,33857,271053,1002628,62509,1273681,101991,19293,217202,47853,242,6031,1560,117,1159,1,4042,7121,12
"5990041",2012,1995,117541,477788,33062,290698,1050449,63761,1341147,91010,20496,221005,47808,261,6515,1223,181,1289,0,3919,6873,13
"5990041",2013,1955,114952,458658,33055,322574,1196018,63672,1518592,92176,21071,215391,46496,223,7050,1138,619,1988,0,4965,8933,13
"5990041",2014,1939,112087,459887,31830,340069,1242732,65116,1582801,96765,21960,215112,46287,313,6935,1379,565,1868,0,5066,9191,14
"5990041",2015,1910,111101,458228,31770,346672,1296215,65094,1642887,94843,22413,221470,46399,229,6696,1088,598,1603,10,4597,8125,14
"5990041",2016,1859,110432,441830,31990,340758,1154393,51209,1495151,95036,21883,219314,45933,268,6673,905,597,1170,248,4349,7537,12
"5990043",2011,241,12214,57261,2033,20129,69709,5265,89838,20364,2928,19272,5297,27,1121,0,0,0,0,0,27,2
"5990043",2012,320,13018,57150,2513,28369,61526,4844,89895,15130,2905,24065,5589,13,1169,0,0,0,0,0,13,2
"5990043",2013,312,13977,60582,3219,61795,24137,3435,85932,9240,2770,39381,8255,4,914,0,0,0,0,224,228,2
"5990043",2014,312,13607,60926,1980,26587,41777,3253,68364,15599,2812,28957,6350,23,935,0,0,0,0,0,23,2
"5990043",2015,312,13968,66448,1967,26008,46038,3635,72046,16323,3191,29811,6141,14,981,0,0,0,0,0,14,2
"5990043",2016,322,12844,54565,2749,40621,38137,2324,78758,5674,1122,48891,11722,9,1007,0,0,0,0,571,580,2
"5990046",2011,790,35332,255309,10166,135532,1468225,17728,1603757,75425,7403,120947,18920,254,5011,663,529,125,0,1317,2888,2
"5990046",2012,790,35280,244176,10400,143185,1462195,18035,1605380,47927,7251,140219,17700,248,4815,707,572,123,0,1402,3052,2
"5990046",2013,1251,50841,334703,14446,193248,2509322,26537,2702570,82627,9170,163437,25761,455,8297,1074,751,179,308,2004,4771,3
"5990046",2014,1632,57782,462372,15438,234349,2879476,35596,3113825,185266,13252,194387,28601,467,9777,1384,864,169,10,2427,5321,5
"5990046",2015,1632,57295,450809,15074,234619,3045362,36284,3279981,183353,13302,187255,28830,491,9631,1272,898,212,104,2486,5463,5
"5990046",2016,1632,59770,447258,14664,238743,2797086,35327,3035829,160376,14746,201159,31821,524,10896,1268,1338,150,9,2765,6054,5
"5990047",2011,761,2508,262535,0,0,14764,0,14764,0,0,0,0,25,1284,0,0,0,0,0,25,3
"5990047",2012,601,1499,228815,0,0,25806,0,25806,0,0,0,0,37,1291,0,30,21,1,30,119,2
"5990047",2013,601,1557,208657,0,0,22636,0,22636,0,0,0,0,12,1543,0,0,0,0,0,12,2
"5990047",2014,601,1475,216395,0,0,10156,0,10156,0,0,0,0,14,1470,0,0,0,0,0,14,2
"5990047",2015,593,1125,218769,0,0,0,0,0,0,0,0,0,27,1245,0,7,0,20,27,81,2
"5990047",2016,593,610,195796,0,0,6629,0,6629,0,0,0,0,17,1522,0,0,0,0,0,17,2
"5990048",2011,35244,1647776,7863557,484116,5847403,7170036,687364,13017439,1449253,318998,3838074,710253,443,116426,24348,665,5040,1129,39158,70783,146
"5990048",2012,35473,1685024,8011573,478969,5980969,7514786,648909,13495755,1562482,335980,3851490,722357,570,116703,24122,907,5472,2094,37527,70692,144
"5990048",2013,37299,1721600,8324281,483128,6363225,7265654,720741,13628879,1623290,334202,3996256,748751,654,121298,22412,545,5287,1848,35509,66255,150
"5990048",2014,36960,1747182,8493558,477916,6895429,7856900,717499,14752329,1766122,364264,4073026,767979,600,123092,21133,433,7908,1885,35076,67035,146
"5990048",2015,37106,1801436,8851804,480414,7117662,8403791,721867,15521453,1797728,367849,4230900,783968,558,126233,22625,484,9881,3111,38759,75418,148
"5990048",2016,38095,1874100,9106865,479325,7442968,9150536,740893,16593504,1811011,372183,4473052,843907,696,133424,20355,378,9936,2349,37465,71179,157
"5990051",2011,3288,150381,788836,43145,473812,1573898,65540,2047710,142948,25614,375502,67508,56,18379,5085,112,819,49,6065,12186,13
"5990051",2012,3270,150888,783051,44179,496924,1750464,68709,2247388,138031,26395,351079,66179,50,17959,4840,144,905,54,5943,11936,13
"5990051",2013,3288,142853,756574,43568,481503,1780058,67610,2261561,127859,24204,339038,62899,67,17583,4542,149,914,11,5606,11289,12
"5990051",2014,3308,142391,763792,43776,480979,1886952,69180,2367931,126524,22262,359651,66281,68,18363,4537,113,938,13,5601,11270,13
"5990051",2015,3640,155725,844507,47263,545284,2363016,77595,2908300,143864,24679,413046,76294,111,21394,4379,146,1154,15,5694,11499,13
"5990051",2016,3699,157231,885852,46768,569097,2416999,80278,2986096,167226,25478,416683,76833,112,21445,4422,171,1293,7,5893,11898,14
"5990052",2011,1181,42243,288396,11373,215514,333687,33568,549201,73745,5866,142343,23540,16,4408,3179,505,419,14,4117,8250,8
"5990053",2011,186,12017,52153,2475,38852,131969,4015,170821,10205,2903,31477,6352,19,885,0,0,0,0,0,19,1
"5990053",2012,186,11108,48702,2283,39876,125328,3722,165204,8078,1993,29181,5930,2,844,188,2,31,2,223,448,1
"5990053",2013,186,10631,47385,2135,40354,115478,3632,155832,8611,2393,29804,5940,2,820,53,2,49,0,104,210,1
"5990056",2011,509,18107,132392,3547,80168,278371,9895,358539,24792,4114,73578,9529,93,2542,100,151,164,43,458,1009,3
"5990056",2012,471,17764,123732,3811,80241,298501,6951,378742,24781,3151,67152,8388,60,2629,0,8,65,43,116,292,3
"5990056",2013,471,17672,122164,3006,79616,297051,6323,376667,24059,2999,67448,8528,58,2567,0,6,39,42,87,232,3
"5990056",2014,288,16248,71578,2676,84511,332113,5161,416624,14892,3058,36294,7692,59,2454,0,7,39,42,88,235,2
"5990056",2015,288,16977,74677,2214,89218,373807,4342,463025,16685,3445,37661,8063,68,2573,0,7,39,42,88,244,2
"5990056",2016,341,17008,79713,2106,97613,433747,3987,531360,19204,3946,38504,7655,62,2667,0,31,35,41,107,276,2
"5990057",2011,312,15193,99508,4704,63432,36162,3577,99594,24110,6580,7629,1137,14,2220,0,0,0,0,625,639,2
"5990057",2012,330,15958,102111,5005,65140,41751,3717,106891,46835,7883,7085,1138,17,2222,0,0,0,0,624,641,2
"5990057",2013,330,16316,99975,5192,59867,57227,3445,117094,51400,8128,6735,1123,17,2341,0,0,0,0,628,645,2
"5990057",2014,330,15966,101023,5417,59663,58626,3123,118289,48009,9143,7462,1099,17,2418,0,0,0,0,633,650,2
"5990057",2015,324,15438,102707,5651,65350,55129,2972,120479,53057,9787,8046,1292,21,2690,0,0,0,0,629,650,2
"5990057",2016,322,16655,106316,5334,64891,75366,4036,140257,45807,7510,8330,1376,23,2432,0,0,0,0,694,717,2
"5990058",2015,1102,42709,247352,11848,137606,962360,13779,1099966,82550,14191,97299,15879,838,8914,290,838,94,0,1222,3282,2
"5990058",2016,1016,43282,264282,12257,146246,947482,15186,1093728,84250,14223,101566,16023,842,9109,263,842,124,0,1229,3300,2
"5990060",2011,1089,56025,296130,15308,234823,331582,23878,566405,49971,8734,152868,26142,337,6482,1868,359,474,0,2701,5739,4
"5990060",2012,1067,55697,279668,15011,239031,366298,23837,605329,47674,8488,141625,26285,369,6525,1733,487,478,0,2698,5765,4
"5990060",2013,1071,55073,286848,14884,241767,422700,23648,664467,55871,8970,137524,25627,123,7048,1928,610,553,1,3092,6307,4
"5990060",2014,1066,56119,287327,14727,239117,455055,23588,694172,65908,11050,141574,27302,129,6958,2017,753,497,0,3267,6663,4
"5990060",2015,1076,58000,302278,14952,240110,492149,22768,732259,73432,12907,150741,28479,104,7086,1931,882,511,0,3324,6752,4
"5990060",2016,1105,62360,323221,16105,257081,538674,24837,795755,74215,13600,151447,29779,96,7216,1888,1004,455,0,3347,6790,4
"5990061",2011,2723,118981,601760,26795,443981,2443638,73710,2887619,104067,21259,267268,54080,314,13079,3365,906,857,74,5202,10718,23
